기준일,검체채취 가능여부,시도,시군구,의료기관명,주소,평일 운영시간,토요일 운영시간,일요일/공휴일 운영시간,대표 전화번호, 주소,X,Y,CLSS,PNU,주소구분,표준신주소,표준구주소,우편번호
2021년 01월 13일 12시,○,광주,서구,광주서구보건소,광주 서구 농성동(농성1동) 299 서구보건소,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,062-350-4146, 광주 서구 농성동(농성1동) 299 서구보건소,126.889969,35.151909,정좌표,공개용버전 미지원,구주소,미지원,미지원,61928
2021년 01월 13일 12시,○,대전,대덕구,대덕구보건소,대전 대덕구 석봉로 38번길 55,09:00 ~ 17:30,09:00 ~ 12:00,09:00 ~ 12:00,042-608-5431~34, 대전 대덕구 석봉로 38번길 55,127.426415,36.444932,정좌표,공개용버전 미지원,새주소,미지원,미지원,34319
2021년 01월 13일 12시,○,대전,대덕구,근로복지공단 대전병원,대덕구 계족로 637,08:30 ~ 12:30,미운영,미운영,042-670-5377, 대덕구 계족로 637,127.428637,36.3685,정좌표,공개용버전 미지원,새주소,미지원,미지원,34384
2021년 01월 13일 12시,○,대전,대덕구,대전보훈병원,대덕구 대청로 82번길 147,08:30 ~ 17:00,미운영,미운영,"042-939-0118,0100", 대덕구 대청로 82번길 147,127.43993,36.447042,정좌표,공개용버전 미지원,새주소,미지원,미지원,34314
2021년 01월 13일 12시,○,대전,동구,대전광역시 동구보건소,대전광역시 동구 가오동 425,09:00 ~ 16:00,09:00 ~ 12:00,09:00 ~ 12:00,042-251-6305, 대전광역시 동구 가오동 425,127.454807,36.311826,정좌표,공개용버전 미지원,구주소,미지원,미지원,34691
2021년 01월 13일 12시,○,대전,동구,대전한국병원,대전광역시 동구 동서대로 1672,09:00 ~ 15:00,09:00 ~ 10:30,09:00 ~ 10:30,042-606-1500, 대전광역시 동구 동서대로 1672,127.435815,36.348202,정좌표,공개용버전 미지원,새주소,미지원,미지원,34572
2021년 01월 13일 12시,○,대전,서구,대전광역시 서구보건소,대전 서구 만년동 340번지,10:00 ~ 16:00,09:00 ~ 12:00,09:00 ~ 12:00,042-288-4520, 대전 서구 만년동 340번지,127.381042,36.367055,정좌표,공개용버전 미지원,구주소,미지원,미지원,35203
2021년 01월 13일 12시,○,대전,서구,을지대학교병원,대전 서구 둔산서로 95,08:30 ~ 17:30,미운영,미운영,1899-0001, 대전 서구 둔산서로 95,127.38197,36.355317,정좌표,공개용버전 미지원,새주소,미지원,미지원,35233
2021년 01월 13일 12시,○,대전,서구,건양대학교병원,대전 서구 관저동로 158,08:30 ~ 17:30,08:30 ~ 12:30,미운영,1577-3330, 대전 서구 관저동로 158,127.343075,36.307488,정좌표,공개용버전 미지원,새주소,미지원,미지원,35365
2021년 01월 13일 12시,○,대전,중구,대전광역시 중구보건소,대전 중구 문화2동 785 중구보건소,09:00 ~ 17:00,09:00 ~ 12:00,09:00 ~ 12:00,042-288-8043, 대전 중구 문화2동 785 중구보건소,127.395271,36.308142,정좌표,공개용버전 미지원,구주소,미지원,미지원,35011
2021년 01월 13일 12시,○,대전,중구,대전성모병원,대전광역시 중구 대흥로 64 가톨릭대학교대전성모병원,08:30 ~ 15:30,미운영,미운영,042-220-9114, 대전광역시 중구 대흥로 64 가톨릭대학교대전성모병원,127.42034,36.322623,정좌표,공개용버전 미지원,새주소,미지원,미지원,34943
2021년 01월 13일 12시,○,대전,중구,대전선병원,대전광역시 중구 목중로 29 대전선병원,08:30 ~ 17:30,미운영,미운영,042-220-8166, 대전광역시 중구 목중로 29 대전선병원,127.410227,36.336038,정좌표,공개용버전 미지원,새주소,미지원,미지원,34811
2021년 01월 13일 12시,○,대전,중구,충남대학교병원,대전 중구 문화로 282 충남대학교병원,09:00 ~ 17:30,09:00 ~ 17:30,09:00 ~ 17:30,042-280-6648, 대전 중구 문화로 282 충남대학교병원,127.416197,36.316663,정좌표,공개용버전 미지원,새주소,미지원,미지원,35015
2021년 01월 13일 12시,○,대전,유성구,대전광역시 유성구보건소,대전 유성구 장대동(온천2동) 282-15 유성구보건소 유성구보건소,09:30 ~ 17:00,09:30 ~ 12:00,09:30 ~ 12:00,042-611-5000, 대전 유성구 장대동(온천2동) 282-15 유성구보건소 유성구보건소,127.335463,36.358096,정좌표,공개용버전 미지원,구주소,미지원,미지원,34172
2021년 01월 13일 12시,○,대전,유성구,유성선병원,북유성대로93,09:00 ~ 17:00,미운영,미운영,042-609-1120, 북유성대로93,127.356264,36.362292,(도로명 없음)시구군 좌표,공개용버전 미지원,구주소,미지원,미지원,NULL
2021년 01월 13일 12시,○,울산,남구,울산남구보건소,울산광역시 남구 삼산동 1538-4번지 울산남구보건소 (삼산동),09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,052-226-2805, 울산광역시 남구 삼산동 1538-4번지 울산남구보건소 (삼산동),129.336325,35.545335,정좌표,공개용버전 미지원,구주소,미지원,미지원,44698
2021년 01월 13일 12시,○,울산,남구,의)정안의료재단 중앙병원,울산 남구 문수로 480번길 10,10:00 ~ 17:00,10:00 ~ 12:00,미운영,052-226-1303, 울산 남구 문수로 480번길 10,129.30519,35.531535,정좌표,공개용버전 미지원,새주소,미지원,미지원,44667
2021년 01월 13일 12시,○,울산,남구,울산병원,울산 남구 월평로 171번길 13,09:00 ~ 17:00,09:00 ~ 12:00,미운영,052-259-5260, 울산 남구 월평로 171번길 13,129.323084,35.546248,정좌표,공개용버전 미지원,새주소,미지원,미지원,44686
2021년 01월 13일 12시,○,울산,남구,좋은삼정병원,울산 남구 북부순환도로 51,10:00 ~ 16:30,미운영,미운영,052-220-7592, 울산 남구 북부순환도로 51,129.268929,35.552832,정좌표,공개용버전 미지원,새주소,미지원,미지원,44629
2021년 01월 13일 12시,○,울산,동구,울산동구보건소,울산 동구 화정동 222,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,052-209-4080, 울산 동구 화정동 222,129.417,35.505523,정좌표,공개용버전 미지원,구주소,미지원,미지원,44021
2021년 01월 13일 12시,○,울산,동구,울산대학교병원,울산 동구 방어진순환도로 877,08:30 ~ 17:30,미운영,미운영,052-250-7410, 울산 동구 방어진순환도로 877,129.42861,35.520042,정좌표,공개용버전 미지원,새주소,미지원,미지원,44033
2021년 01월 13일 12시,○,울산,북구,울산북구보건소,울산 북구 연암동(효문동) 1082 보건소,9:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,052-289-3450, 울산 북구 연암동(효문동) 1082 보건소,129.360714,35.583539,정좌표,공개용버전 미지원,구주소,미지원,미지원,44248
2021년 01월 13일 12시,○,울산,북구,울산시티병원,울산광역시 북구 산업로 1007,9:00 ~ 16:00,9:00 ~ 12:00,미운영,052-280-9119, 울산광역시 북구 산업로 1007,129.358893,35.582902,정좌표,공개용버전 미지원,새주소,미지원,미지원,44238
2021년 01월 13일 12시,○,울산,중구,울산중구보건소,울산 중구 남외동  603-2,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,052-290-4300, 울산 중구 남외동  603-2,129.350404,35.569432,정좌표,공개용버전 미지원,구주소,미지원,미지원,44495
2021년 01월 13일 12시,○,울산,중구,동강병원,울산광역시 중구 태화로 239,09:00 ~ 17:00,미운영,미운영,052-241-1119, 울산광역시 중구 태화로 239,129.302018,35.553624,정좌표,공개용버전 미지원,새주소,미지원,미지원,44455
2021년 01월 13일 12시,○,울산,울주군,울주군보건소,울산 울주군 삼남면 교동리 1605-1 울주군보건소,09:00 ~ 16:00,미운영,미운영,052-204-2798, 울산 울주군 삼남면 교동리 1605-1 울주군보건소,129.113879,35.558312,정좌표,공개용버전 미지원,구주소,미지원,미지원,44950
2021년 01월 13일 12시,○,울산,울주군,서울산보람병원,울주군 삼남면 중평로 53,09:00 ~ 17:00,09:00 ~ 12:00,미운영,052-255-7114, 울주군 삼남면 중평로 53,129.120784,35.559916,정좌표,공개용버전 미지원,새주소,미지원,미지원,44948
2021년 01월 13일 12시,○,울산,울주군,KTX역 선별진료소,울주군 삼남면 신화리467,10:00 ~ 18:00,10:00 ~ 18:00,10:00 ~ 18:00,052-229-3562, 울주군 삼남면 신화리467,129.137947,35.551292,정좌표,공개용버전 미지원,구주소,미지원,미지원,NULL
2021년 01월 13일 12시,○,경기,가평군,가평군보건소,경기 가평군 가평읍 읍내3리 624-1,09:00 ~ 21:00,09:00 ~ 18:00,09:00 ~ 18:00,031-582-2488, 경기 가평군 가평읍 읍내3리 624-1,127.487279,37.846923,정좌표,공개용버전 미지원,구주소,미지원,미지원,12413
2021년 01월 13일 12시,○,경기,가평군,HJ매그놀리아국제병원,경기도 가평군 설악면 미사리로 267-117,09:00 ~ 24:00,09:00 ~ 18:00,09:00 ~ 18:00,031-589-4300, 경기도 가평군 설악면 미사리로 267-117,127.523473,37.687078,인근좌표,공개용버전 미지원,새주소,미지원,미지원,NULL
2021년 01월 13일 12시,○,경기,고양시,고양시덕양구보건소,경기 고양시 덕양구 주교동 603 덕양구보건소,09:00 ~ 21:00,09:00 ~ 18:00,09:00 ~ 18:00,031-8075-4059, 경기 고양시 덕양구 주교동 603 덕양구보건소,126.830989,37.65783,정좌표,공개용버전 미지원,구주소,미지원,미지원,10460
2021년 01월 13일 12시,○,경기,고양시,의료법인명지의료재단명지병원,경기 고양시 덕양구 화수로14번길 55,24:00 ~ 24:00,24:00 ~ 24:00,24:00 ~ 24:00,031-810-5114, 경기 고양시 덕양구 화수로14번길 55,126.830622,37.642202,정좌표,공개용버전 미지원,새주소,미지원,미지원,10475
2021년 01월 13일 12시,○,경기,과천시,과천시보건소,경기 과천시 중앙동 과천시청 관문로 69 (중앙동),09:00 ~ 21:00,09:00 ~ 18:00,09:00 ~ 18:00,02-2150-3832, 경기 과천시 중앙동 과천시청 관문로 69 (중앙동),126.976944,37.433971,법정동 좌표,공개용버전 미지원,판별불가,미지원,미지원,NULL
2021년 01월 13일 12시,○,경기,광명시,광명시보건소,경기 광명시 하안1동 230-1 오리로613,09:00 ~ 21:00,09:00 ~ 18:00,09:00 ~ 18:00,02-2680-2577, 경기 광명시 하안1동 230-1 오리로613,126.878654,37.456417,정좌표,공개용버전 미지원,구주소,미지원,미지원,NULL
2021년 01월 13일 12시,○,경기,광명시,광명성애병원,경기도 광명시 디지털로 36,09:00 ~ 17:30,미운영,미운영,02-2680-7339, 경기도 광명시 디지털로 36,126.871992,37.473239,정좌표,공개용버전 미지원,새주소,미지원,미지원,14241
2021년 01월 13일 12시,○,경기,광주시,광주시보건소,경기 광주시 경안동 115,09:00 ~ 21:00,09:00 ~ 18:00,09:00 ~ 18:00,031-760-2110, 경기 광주시 경안동 115,127.250376,37.416549,정좌표,공개용버전 미지원,구주소,미지원,미지원,12739
2021년 01월 13일 12시,○,경기,광주시,참조은병원,광주대로 45,09:00 ~ 22:00,09:00 ~ 22:00,09:00 ~ 22:00,031-767-7575, 광주대로 45,127.255185,37.429465,(도로명 없음)시구군 좌표,공개용버전 미지원,구주소,미지원,미지원,NULL
2021년 01월 13일 12시,○,경기,구리시,구리시보건소,경기 구리시 인창동 674-3,09:00 ~ 21:00,09:00 ~ 18:00,09:00 ~ 18:00,031-550-8432, 경기 구리시 인창동 674-3,127.145046,37.604687,정좌표,공개용버전 미지원,구주소,미지원,미지원,11922
2021년 01월 13일 12시,○,경기,구리시,한양대구리병원,경기도 구리시 경춘로 153,9:00 ~ 17:30,9:00 ~ 12:30,24:00 ~ 24:00,1644-9118, 경기도 구리시 경춘로 153,127.132433,37.60145,정좌표,공개용버전 미지원,새주소,미지원,미지원,11923
2021년 01월 13일 12시,○,경기,군포시,군포시보건소,경기 군포시 부곡동 770-1 (군포로221),09:00 ~ 21:00,09:00 ~ 18:00,09:00 ~ 18:00,031-3908972, 경기 군포시 부곡동 770-1 (군포로221),126.925672,37.333075,정좌표,공개용버전 미지원,구주소,미지원,미지원,15887
2021년 01월 13일 12시,○,경기,군포시,원광대학교의과대학 산본병원,경기도 군포시 산본로 321,09:00 ~ 12:00,미운영,미운영,031-390-2345, 경기도 군포시 산본로 321,126.933616,37.359413,정좌표,공개용버전 미지원,새주소,미지원,미지원,15865
2021년 01월 13일 12시,○,경기,군포시,효산의료재단법인 지샘병원,경기도 군포시 군포로 591,09:00 ~ 17:00,미운영,미운영,031-389-3119, 경기도 군포시 군포로 591,126.947409,37.358672,정좌표,공개용버전 미지원,새주소,미지원,미지원,15839
2021년 01월 13일 12시,○,경기,용인시,기흥구보건소,경기도 용인시 기흥구 신갈동 60-3,09:00 ~ 21:00,09:00 ~ 18:00,09:00 ~ 18:00,031-324-6975, 경기도 용인시 기흥구 신갈동 60-3,127.106747,37.272586,정좌표,공개용버전 미지원,구주소,미지원,미지원,16969
2021년 01월 13일 12시,○,경기,용인시,강남병원,경기도 용인시 기흥구 용구대로 411,08:30 ~ 17:00,08:30 ~ 12:00,미운영,031-300-0119, 경기도 용인시 기흥구 용구대로 411,127.113234,37.23378,정좌표,공개용버전 미지원,새주소,미지원,미지원,NULL
2021년 01월 13일 12시,○,경기,용인시,용인세브란스병원,용인시 기흥구 동백죽전대로363,08:30 ~ 17:00,08:30 ~ 12:00,미운영,031-5189-9010, 용인시 기흥구 동백죽전대로363,127.146369,37.270572,정좌표,공개용버전 미지원,새주소,미지원,미지원,16995
2021년 01월 13일 12시,○,경기,김포시,김포시보건소,경기 김포시 사우동 김포보건소,09:00 ~ 21:00,09:00 ~ 18:00,09:00 ~ 18:00,031-5186-4051, 경기 김포시 사우동 김포보건소,126.726094,37.619081,법정동 좌표,공개용버전 미지원,판별불가,미지원,미지원,NULL
2021년 01월 13일 12시,○,경기,김포시,김포우리병원,경기도 김포시 감암로 11,09:00 ~ 17:00,09:00 ~ 12:30,09:00 ~ 09:00,031-999-1000, 경기도 김포시 감암로 11,126.710698,37.632312,정좌표,공개용버전 미지원,새주소,미지원,미지원,10099
2021년 01월 13일 12시,○,경기,김포시,뉴고려병원,경기도 김포시 김포한강3로 283,09:00 ~ 17:00,미운영,미운영,1661-7779, 경기도 김포시 김포한강3로 283,126.660175,37.640903,정좌표,공개용버전 미지원,새주소,미지원,미지원,10086
2021년 01월 13일 12시,○,경기,김포시,히즈메디병원,김포시 김포대로 681,08:00 ~ 21:00,08:30 ~ 17:00,08:30 ~ 17:00,1588-0223, 김포시 김포대로 681,126.734893,37.611202,정좌표,공개용버전 미지원,새주소,미지원,미지원,10113
2021년 01월 13일 12시,○,경기,남양주시,남양주보건소,경기 남양주시 다산동(다산2동) 3159-7 남양주시청제2청사 1~2층,09:00 ~ 21:00,09:00 ~ 18:00,09:00 ~ 18:00,031-590-4454, 경기 남양주시 다산동(다산2동) 3159-7 남양주시청제2청사 1~2층,127.171281,37.61028,정좌표,공개용버전 미지원,구주소,미지원,미지원,12284
2021년 01월 13일 12시,○,경기,남양주시,남양주보건소 동부보건센터,경기 남양주시 화도읍 비룡로59,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,031-590-8515, 경기 남양주시 화도읍 비룡로59,127.300455,37.657809,정좌표,공개용버전 미지원,새주소,미지원,미지원,12173
2021년 01월 13일 12시,○,경기,동두천시,동두천시보건소,경기 동두천시 생연2동 714-9 동두천시보건소,09:00 ~ 21:00,09:00 ~ 18:00,09:00 ~ 18:00,031-860-3425, 경기 동두천시 생연2동 714-9 동두천시보건소,127.051847,37.896543,정좌표,공개용버전 미지원,구주소,미지원,미지원,11344
2021년 01월 13일 12시,○,경기,안양시,안양시 만안구보건소,경기 안양시 만안구 안양동(안양6동) 532-1,09:00 ~ 21:00,09:00 ~ 18:00,미운영,031-8045-3472, 경기 안양시 만안구 안양동(안양6동) 532-1,126.932925,37.385862,정좌표,공개용버전 미지원,구주소,미지원,미지원,14035
2021년 01월 13일 12시,○,경기,안양시,샘안양병원,경기도 안양시 만안구 삼덕로 9,10:00 ~ 16:00,미운영,미운영,031-467-9119, 경기도 안양시 만안구 삼덕로 9,126.92468,37.393095,정좌표,공개용버전 미지원,새주소,미지원,미지원,14030
2021년 01월 13일 12시,○,경기,성남시,성남시분당구보건소,경기 성남시 분당구 야탑동(야탑1동) 349 분당보건소,09:00 ~ 21:00,09:00 ~ 18:00,09:00 ~ 18:00,031-729-3990, 경기 성남시 분당구 야탑동(야탑1동) 349 분당보건소,127.124591,37.411008,정좌표,공개용버전 미지원,구주소,미지원,미지원,13496
2021년 01월 13일 12시,○,경기,성남시,분당차병원,경기도 성남시 분당구 야탑로 59(야탑동),09:00 ~ 17:00,09:00 ~ 12:00,미운영,031-780-5546, 경기도 성남시 분당구 야탑로 59(야탑동),127.12547,37.410258,정좌표,공개용버전 미지원,새주소,미지원,미지원,13496
2021년 01월 13일 12시,○,경기,성남시,분당제생병원,경기도 성남시 분당구서현로180번길20(서현동),09:00 ~ 17:00,09:00 ~ 12:00,미운영,031-779-6594, 경기도 성남시 분당구서현로180번길20(서현동),127.121628,37.388108,정좌표,공개용버전 미지원,새주소,미지원,미지원,13590
2021년 01월 13일 12시,○,경기,성남시,성남시수정구보건소,경기 성남시 수정구 신흥동 3435 수정구보건소 218,09:00 ~ 21:00,09:00 ~ 18:00,09:00 ~ 18:00,031-729-3870, 경기 성남시 수정구 신흥동 3435 수정구보건소 218,127.144059,37.4444,정좌표,공개용버전 미지원,구주소,미지원,미지원,13346
2021년 01월 13일 12시,○,경기,성남시,성남시의료원,성남시 수정구 수정로 171번길 10,09:00 ~ 16:30,미운영,미운영,031-738-7000, 성남시 수정구 수정로 171번길 10,127.139037,37.444787,정좌표,공개용버전 미지원,새주소,미지원,미지원,13290
2021년 01월 13일 12시,○,경기,성남시,순천의료재단 정병원,수정구 수정로 76,09:00 ~ 17:30,09:00 ~ 12:00,미운영,031-757-8900, 수정구 수정로 76,127.129025,37.439803,정좌표,공개용버전 미지원,새주소,미지원,미지원,13316
2021년 01월 13일 12시,○,경기,수원시,수원시권선구보건소,경기도 수원시 권선구 탑동 910,09:00 ~ 21:00,09:00 ~ 18:00,09:00 ~ 18:00,031-228-6717, 경기도 수원시 권선구 탑동 910,126.97109,37.258672,정좌표,공개용버전 미지원,구주소,미지원,미지원,16626
2021년 01월 13일 12시,○,경기,시흥시,시흥시보건소,경기 시흥시 대야동 484-3 (호현로55),09:00 ~ 21:00,09:00 ~ 18:00,09:00 ~ 18:00,031-310-6815~8, 경기 시흥시 대야동 484-3 (호현로55),126.785345,37.445493,정좌표,공개용버전 미지원,구주소,미지원,미지원,14904
2021년 01월 13일 12시,○,경기,시흥시,시흥시화병원,경기도 시흥시 군자천로 381,09:00 ~ 24:00,09:00 ~ 24:00,09:00 ~ 24:00,031-8041-5802, 경기도 시흥시 군자천로 381,126.736965,37.349962,정좌표,공개용버전 미지원,새주소,미지원,미지원,15034
2021년 01월 13일 12시,○,경기,시흥시,신천연합병원,시흥시 복지로 57,08:30 ~ 17:30,미운영,미운영,031-310-6527, 시흥시 복지로 57,126.789373,37.444525,정좌표,공개용버전 미지원,새주소,미지원,미지원,14905
2021년 01월 13일 12시,○,경기,시흥시,센트럴병원,시흥시 공단1대로 237,09:00 ~ 17:00,09:00 ~ 24:00,09:00 ~ 24:00,"031-8041-3752,3968", 시흥시 공단1대로 237,126.728192,37.336749,정좌표,공개용버전 미지원,새주소,미지원,미지원,15079
2021년 01월 13일 12시,○,경기,시흥시,정왕보건지소,시흥시 정왕대로233번길 19,09:00 ~ 18:00,09:00 ~ 13:00,09:00 ~ 13:00,031-310-5901, 시흥시 정왕대로233번길 19,126.740124,37.346662,정좌표,공개용버전 미지원,새주소,미지원,미지원,15055
2021년 01월 13일 12시,○,경기,안산시,안산시단원보건소,경기 안산시 단원구 초지동 666-8 안산시 단원보건소,09:00 ~ 21:00,09:00 ~ 18:00,09:00 ~ 18:00,031-481-6363, 경기 안산시 단원구 초지동 666-8 안산시 단원보건소,126.815199,37.320874,정좌표,공개용버전 미지원,구주소,미지원,미지원,15396
2021년 01월 13일 12시,○,경기,안산시 단원구,고려대학교안산병원,경기도 안산시 단원구 적금로 123,09:00 ~ 16:30,미운영,미운영,031-412-5400, 경기도 안산시 단원구 적금로 123,126.825099,37.31909,정좌표,공개용버전 미지원,새주소,미지원,미지원,15355
2021년 01월 13일 12시,○,경기,안산시 단원구,의료법인대아의료재단한도병원,경기도 안산시 단원구 선부광장로 103,09:00 ~ 17:00,09:00 ~ 12:00,미운영,031-8040-1369, 경기도 안산시 단원구 선부광장로 103,126.807612,37.334053,정좌표,공개용버전 미지원,새주소,미지원,미지원,15367
2021년 01월 13일 12시,○,경기,안산시,안산시상록수보건소,경기 안산시 상록구 사1동  1584,09:00 ~ 21:00,09:00 ~ 18:00,09:00 ~ 18:00,031-481-5894, 경기 안산시 상록구 사1동  1584,126.844501,37.300863,정좌표,공개용버전 미지원,구주소,미지원,미지원,15585
2021년 01월 13일 12시,○,경기,안산시,근로복지공단안산병원,안산시 상록구  구룡로 87,08:30 ~ 17:30,08:30 ~ 12:30,미운영,031-500-1770, 안산시 상록구  구룡로 87,126.874561,37.316696,정좌표,공개용버전 미지원,새주소,미지원,미지원,15324
2021년 01월 13일 12시,○,경기,안성시,안성시보건소,경기 안성시 도기동  67-21,09:00 ~ 21:00,09:00 ~ 18:00,09:00 ~ 18:00,031-678-6811, 경기 안성시 도기동  67-21,127.269786,37.000205,정좌표,공개용버전 미지원,구주소,미지원,미지원,17596
2021년 01월 13일 12시,○,경기,안성시,경기도의료원 안성병원,경기도 안성시 남파로 95(당왕동),09:00 ~ 18:00,미운영,미운영,031-8046-5000, 경기도 안성시 남파로 95(당왕동),127.260362,37.017359,정좌표,공개용버전 미지원,새주소,미지원,미지원,17568
2021년 01월 13일 12시,○,경기,안성시,안성성모병원,안성시 시장길 58(서인동),00:00 ~ 00:00,00:00 ~ 00:00,00:00 ~ 00:00,031-675-6007, 안성시 시장길 58(서인동),127.270886,37.006124,정좌표,공개용버전 미지원,새주소,미지원,미지원,17592
2021년 01월 13일 12시,○,경기,안양시,안양시 동안구보건소,경기 안양시 동안구 비산동 1111번지,09:00 ~ 21:00,09:00 ~ 18:00,09:00 ~ 18:00,031-8045-4490, 경기 안양시 동안구 비산동 1111번지,126.951432,37.392461,정좌표,공개용버전 미지원,구주소,미지원,미지원,14047
2021년 01월 13일 12시,○,경기,안양시,한림대학교성심병원,안양시 동안구 관평로 170번길11,08:30 ~ 16:30,08:30 ~ 12:00,미운영,"031-380-4088,5975", 안양시 동안구 관평로 170번길11,126.961289,37.392566,정좌표,공개용버전 미지원,새주소,미지원,미지원,14066
2021년 01월 13일 12시,○,경기,양주시,양주시보건소,"경기 양주시 남방동(양주1동) 1-1 양주시보건소,양주시의회,양주시청 양주시보건소",09:00 ~ 17:00,09:00 ~ 17:00,09:00 ~ 17:00,031-8082-4018," 경기 양주시 남방동(양주1동) 1-1 양주시보건소,양주시의회,양주시청 양주시보건소",127.045246,37.785054,정좌표,공개용버전 미지원,구주소,미지원,미지원,11498
2021년 01월 13일 12시,○,경기,양평군,양평군보건소,경기 양평군 양평읍 양근리 마유산로 17번지,09:00 ~ 21:00,09:00 ~ 18:00,09:00 ~ 18:00,031-770-3490, 경기 양평군 양평읍 양근리 마유산로 17번지,127.486661,37.497016,정좌표,공개용버전 미지원,새주소,미지원,미지원,12546
2021년 01월 13일 12시,○,경기,양평군,양평병원,경기도 양평군 양평읍 중앙로 129,09:00 ~ 18:00,09:00 ~ 17:00,09:00 ~ 17:00,031-770-5119, 경기도 양평군 양평읍 중앙로 129,127.503384,37.494168,정좌표,공개용버전 미지원,새주소,미지원,미지원,12550
2021년 01월 13일 12시,○,경기,여주시,여주시보건소,경기 여주시 상동 358-3 여주시보건소,09:00 ~ 21:00,09:00 ~ 18:00,09:00 ~ 18:00,031-887-3598, 경기 여주시 상동 358-3 여주시보건소,127.639912,37.294449,정좌표,공개용버전 미지원,구주소,미지원,미지원,NULL
2021년 01월 13일 12시,○,경기,여주시,세종여주병원,경기도 여주시 청심로 39,09:00 ~ 18:00,09:00 ~ 13:00,미운영,031-880-7700, 경기도 여주시 청심로 39,127.625226,37.301441,정좌표,공개용버전 미지원,새주소,미지원,미지원,12618
2021년 01월 13일 12시,○,경기,오산시,오산시보건소,경기도 오산시 오산동 25,09:00 ~ 21:00,09:00 ~ 18:00,09:00 ~ 18:00,031-8036-6025, 경기도 오산시 오산동 25,127.077705,37.15933,정좌표,공개용버전 미지원,구주소,미지원,미지원,18131
2021년 01월 13일 12시,○,경기,오산시,오산한국병원,오산시 밀머리로1번길 16,09:00 ~ 18:00,09:00 ~ 13:00,미운영,031-379-8300, 오산시 밀머리로1번길 16,127.075503,37.141354,정좌표,공개용버전 미지원,새주소,미지원,미지원,18144
2021년 01월 13일 12시,○,경기,부천시,순천향대학교부속부천병원,경기도 부천시 조마루로 17,09:00 ~ 17:00,09:00 ~ 12:00,미운영,032-621-5114, 경기도 부천시 조마루로 17,126.746475,37.501329,인근좌표,공개용버전 미지원,새주소,미지원,미지원,NULL
2021년 01월 13일 12시,○,경기,부천시,가톨릭대학교부천성모병원,경기도 부천시 소사로 327,09:00 ~ 17:00,09:00 ~ 12:00,미운영,032-340-2402, 경기도 부천시 소사로 327,126.792869,37.487153,정좌표,공개용버전 미지원,새주소,미지원,미지원,14647
2021년 01월 13일 12시,○,경기,부천시,부천세종병원,경기도 부천시 호현로 489번길 28,09:00 ~ 16:30,미운영,미운영,032-340-1897, 경기도 부천시 호현로 489번길 28,126.791505,37.481237,정좌표,공개용버전 미지원,새주소,미지원,미지원,14754
2021년 01월 13일 12시,○,경기,부천시,부천시보건소,"경기 부천시 길주로 486, 부천종합운동장 부설주차장 C동 1층",09:00 ~ 21:00,09:00 ~ 13:00,09:00 ~ 13:00,032-625-8881~4," 경기 부천시 길주로 486, 부천종합운동장 부설주차장 C동 1층",126.79653,37.504886,인근좌표,공개용버전 미지원,새주소,미지원,미지원,14560
2021년 01월 13일 12시,○,경기,의왕시,의왕시보건소,경기 의왕시 고천동  108,09:00 ~ 21:00,09:00 ~ 18:00,09:00 ~ 18:00,031-345-3541, 경기 의왕시 고천동  108,126.972063,37.343778,정좌표,공개용버전 미지원,구주소,미지원,미지원,16076
2021년 01월 13일 12시,○,경기,의왕시,아가페의료재단 시티병원,의왕시 오전천로 29,10:00 ~ 12:00,10:00 ~ 12:00,미운영,031-340-2555, 의왕시 오전천로 29,126.976827,37.350288,정좌표,공개용버전 미지원,새주소,미지원,미지원,16060
2021년 01월 13일 12시,○,경기,의정부시,의정부시보건소,경기 의정부시 의정부2동 516 의정부시보건소,10:00 ~ 21:00,10:00 ~ 17:00,10:00 ~ 17:00,031-870-6011~4, 경기 의정부시 의정부2동 516 의정부시보건소,127.039522,37.736101,정좌표,공개용버전 미지원,구주소,미지원,미지원,11649
2021년 01월 13일 12시,○,경기,의정부시,경기도의료원의정부병원(응급실),의정부시 흥선로 142,09:00 ~ 17:00,미운영,미운영,031-828-5143, 의정부시 흥선로 142,127.042634,37.741127,정좌표,공개용버전 미지원,새주소,미지원,미지원,11671
2021년 01월 13일 12시,○,경기,의정부시,가톨릭대학교 의정부 성모병원,의정부시 천보로 271,09:00 ~ 16:30,미운영,미운영,1661-7500, 의정부시 천보로 271,127.077964,37.758654,정좌표,공개용버전 미지원,새주소,미지원,미지원,11765
2021년 01월 13일 12시,○,경기,의정부시,추병원,경기도 의정부시 평화로 650,09:30 ~ 17:00,09:30 ~ 12:30,미운영,031-823-8063, 경기도 의정부시 평화로 650,127.045133,37.749733,정좌표,공개용버전 미지원,새주소,미지원,미지원,11686
2021년 01월 13일 12시,○,경기,의정부시,의정부백병원,경기도 의정부시 금신로  322,08:30 ~ 16:30,08:30 ~ 11:30,미운영,031-842-1211, 경기도 의정부시 금신로  322,127.062028,37.745355,정좌표,공개용버전 미지원,새주소,미지원,미지원,11778
