종교분류,종교단체명,소재지도로명주소,소재지지번주소,전화번호
기독교,예인교회,전라북도 군산시 신영1길 16,전라북도 군산시 신영동15-18번지 ,465-0150
기독교,성복음교회,"전라북도 군산시 신금길 49, 2층",전라북도 군산시 중동274-56번지 2층,
기독교,선민교회,전라북도 군산시 평화길 80,전라북도 군산시 죽성동32-11번지 ,063-445-7791
기독교,새생명교회,전라북도 군산시 구시장로 72-25,전라북도 군산시 신영동6-2번지 ,063-445-9636
기독교,드높은교회,전라북도 군산시 해망로 86,전라북도 군산시 중동242-1번지 ,063-445-1901
기독교,기쁨의교회,전라북도 군산시 해망로 102,전라북도 군산시 중동274-393번지 ,
기독교,방주교회,전라북도 군산시 서흥길 32,전라북도 군산시 서흥남동817-5번지 ,063-463-5917
기독교,성원교회,전라북도 군산시 축동로 151,전라북도 군산시 서흥남동816-4번지 ,471-7718
기독교,영광교회,전라북도 군산시 풍문1길 14,전라북도 군산시 서흥남동843-23번지 ,063-446-1269
기독교,은빛순복음,전라북도 군산시 팔마로 157-1,전라북도 군산시 동흥남동401-5번지 ,
기독교,은혜교회,전라북도 군산시 월명로 410,전라북도 군산시 미원동32번지 ,063-445-1191
기독교,이웃사랑교회,"전라북도 군산시 동팔마길 39, 마-202",전라북도 군산시 장재동380-1번지 한일 마동 202호,063-446-2039
기독교,하진교회,전라북도 군산시 월명로 374,전라북도 군산시 미원동416번지 ,
기독교,군산오륙교회,"전라북도 군산시 동팔마길 53, 201~202",전라북도 군산시 장재동212번지 ,
기독교,은혜평강교회,전라북도 군산시 삼학7길 19,전라북도 군산시 미원동367번지 ,
기독교,풍성한교회,전라북도 군산시 팔마로 89,전라북도 군산시 서흥남동801-31번지 ,
기독교,만복교회,전라북도 군산시 미원로 132-7,전라북도 군산시 장재동41-5번지 ,063-446-8290
기독교,창대교회,전라북도 군산시 서흥길 72-2,전라북도 군산시 서흥남동827-13번지 ,063-445-5173
기독교,군산황금교회,전라북도 군산시 서흥2길 57,전라북도 군산시 서흥남동820-4번지 ,063-461-0191
기독교,꿈이있는교회,"전라북도 군산시 풍문2길 35 101-S207,208,209",전라북도 군산시 장재동212번지 현대세솔 101동 S207호 208 209,063-443-5224
기독교,명산교회,전라북도 군산시 미원안길 23,전라북도 군산시 중앙로3가155-4번지 ,
기독교,군산창선교회,전라북도 군산시 동팔마길41 덕제빌딩 D202호,전라북도 군산시 장재동380-22번지 덕제빌딩 D202호,
기독교,동행교회,"전라북도 군산시 월명로 416, 2층",전라북도 군산시 미원동36번지 2층,
기독교,수도교회,전라북도 군산시 월명로 409-1,전라북도 군산시 미원동47번지 ,063-445-9193
기독교,밀알교회,전라북도 군산시 팔마로 100 2층,전라북도 군산시 서흥남동822-2번지 2층,
기독교,하늘문기도원,전라북도 군산시 중앙로 29,전라북도 군산시 대명동384-45번지 ,
기독교,로뎀교회,전라북도 군산시 팔마로 93-1,전라북도 군산시 서흥남동801-37번지 ,063-461-0183
기독교,하늘빛교회,전라북도 군산시 풍문3길 39,전라북도 군산시 미원동246번지 ,063-445-1172
기독교,주이루리교회,전라북도 군산시 미원로99 2층,전라북도 군산시 미원동97번지 2층,
기독교,군산생명교회,"전라북도 군산시 서흥2길 57, 3층",전라북도 군산시 서흥남동820-4번지 3층,
기독교,해오름교회,전라북도 군산시 월명로 341,전라북도 군산시 서흥남동847-23번지 ,
기독교,생수교회,전라북도 군산시 군산시 진포3길 22,전라북도 군산시 동흥남동394-7번지 군산시 ,063-465-2373
기독교,샘솟는교회,전라북도 군산시 미원로 107-1,전라북도 군산시 미원동183번지 ,063-443-4901
기독교,전북제일교회,전라북도 군산시 월명로 373,전라북도 군산시 미원동369번지 ,
기독교,흥남복음교회,전라북도 군산시 풍남길 21-4,전라북도 군산시 서흥남동843-19번지 ,063-445-2881
기독교,대흥교회,전라북도 군산시 삼화안길 29,전라북도 군산시 서흥남동803-12번지 ,063-463-8403
기독교,영생교회,전라북도 군산시 팔마로 113,전라북도 군산시 서흥남동824-9번지 ,063-462-6250
기독교,성령이미소짓는,전라북도 군산시 축동로 136,전라북도 군산시 서흥남동763-14번지 ,063-468-5912
기독교,주찬양교회,전라북도 군산시 서흥안길 115-1,전라북도 군산시 서흥남동822-25번지 ,063-462-5359
기독교,조촌동교회,전라북도 군산시 백릉로 118-8,전라북도 군산시 조촌동734-9번지 ,063-462-8291
기독교,한마음교회,전라북도 군산시 백릉로 247,전라북도 군산시 구암동307-10번지 ,063-442-9931
기독교,영광교회,전라북도 군산시 새터아랫길 3,전라북도 군산시 조촌동71-1번지 ,063-445-3091
기독교,경포교회,전라북도 군산시 부골1길 51,전라북도 군산시 조촌동538번지 ,063-453-5991
기독교,동군산교회,전라북도 군산시 부골2길 47-13,전라북도 군산시 조촌동552-1번지 ,063-452-5696
기독교,소망교회,전라북도 군산시 양안1길 46-1,전라북도 군산시 조촌동920-3번지 ,063-445-4665
기독교,은혜교회,전라북도 군산시 양안3길 40-3,전라북도 군산시 조촌동914-3번지 ,
기독교,대선교회,전라북도 군산시 양안3길 40-4,전라북도 군산시 조촌동913-4번지 ,
기독교,하늘샘교회,전라북도 군산시 동검다메길 34-2,전라북도 군산시 조촌동921-9번지 ,063-452-8191
기독교,동산교회,전라북도 군산시 부골1길 20,전라북도 군산시 조촌동739-59번지 ,063-452-1164
기독교,벧엘교회,전라북도 군산시 백릉안3길 10,전라북도 군산시 조촌동784-13번지 ,063-445-0245
기독교,군산성결교회,전라북도 군산시 백릉4길 43,전라북도 군산시 조촌동780-4번지 ,063-442-1004
기독교,군산은혜의교회,전라북도 군산시 백릉4길 12-1,전라북도 군산시 경장동493-29번지 ,063-445-1587
기독교,넘치는교회,전라북도 군산시 법원로 65,전라북도 군산시 조촌동878-12번지 ,
기독교,광휘교회,전라북도 군산시 조촌안3길 23-3,전라북도 군산시 조촌동850-1번지 ,
기독교,십자가사랑교회,전라북도 군산시 조촌안3길 24-2,전라북도 군산시 조촌동844-10번지 ,063-452-1404
기독교,번영교회,전라북도 군산시 번영로 38,전라북도 군산시 경장동488-1번지 ,063-446-9123
기독교,복받는 교회,전라북도 군산시 동검다메길 48,전라북도 군산시 조촌동912-7번지 ,070-8699-9138
기독교,섬김의 교회,전라북도 군산시 백릉안3길 12,전라북도 군산시 조촌동784-14번지 ,
기독교,그리심교회,전라북도 군산시 공단대로 16-8,전라북도 군산시 조촌동241-1번지 ,063-468-0091
기독교,생명샘교회,전라북도 군산시 경촌1길 12,전라북도 군산시 조촌동684-16번지 ,063-443-0691
기독교,순복음열방교회,전라북도 군산시 백릉안4길 34,전라북도 군산시 조촌동786-7번지 ,063-442-7779
기독교,군산소망교회,"전라북도 군산시 조촌2길 92-3, 2층",전라북도 군산시 조촌동833-7번지 2층,063-452-9958
기독교,사랑제일교회,전라북도 군산시 백릉로 56-1,전라북도 군산시 조촌동775-9번지 ,
기독교,벧엘교회,전라북도 군산시 조촌5길 12,전라북도 군산시 조촌동837-2번지 ,063-452-1004
기독교,추수하는교회,전라북도 군산시 조촌4길 90,전라북도 군산시 조촌동836번지 ,063-451-8960
기독교,밀알축복교회,"전라북도 군산시 미장길 29, 5층502호",전라북도 군산시 경장동510-1번지 5층 502호,
기독교,주임재교회,"전라북도 군산시 양안로99, 2층",전라북도 군산시 조촌동916-7번지 2층,063-446-6484
기독교,참조은교회,전라북도 군산시 진포로 183,전라북도 군산시 조촌동776-2번지 ,063-451-9182
기독교,예닮교회,"전라북도 군산시 문화로214, 5층",전라북도 군산시 경장동510-14번지 5층,063-443-0179
기독교,군산중앙교회(예수재림),전라북도 군산시 백릉4길 5,전라북도 군산시 경장동490-10번지 ,
기독교,새에덴교회,전라북도 군산시 미장길 31,전라북도 군산시 경장동510-17번지 ,063-445-2426
기독교,군산번영로교회,전라북도 군산시 조촌로 44,전라북도 군산시 조촌동753-1번지 ,
기독교,군산언약교회,전라북도 군산시 경암2길 9,전라북도 군산시 경장동483-30번지 ,
기독교,군산교회,전라북도 군산시 백릉4길 43,전라북도 군산시 조촌동780-4번지 ,063-442-1003
기독교,기쁨교회,전라북도 군산시 조촌안2길 23-5,전라북도 군산시 조촌동849-3번지 ,
기독교,생명나무교회,전라북도 군산시 조촌안2길 23-6,전라북도 군산시 조촌동848-3번지 ,
기독교,충만한 장로교회,전라북도 군산시 백릉로 222,전라북도 군산시 조촌동29-17번지 ,063-442-9931
기독교,비둠교회,전라북도 군산시 부골1길 37,전라북도 군산시 조촌동523-2번지 ,
기독교,신실교회,전라북도 군산시 조촌2길 83,전라북도 군산시 조촌동686-20번지 ,063-452-7680
기독교,의성벧엘교회,전라북도 군산시 조촌5길 72,전라북도 군산시 조촌동866-8번지 ,063-453-5799
기독교,삼위교회,전라북도 군산시 양안로 30,전라북도 군산시 조촌동860-1번지 ,063-452-8982
기독교,여의도 순복음교회,전라북도 군산시 진포로 160-1,전라북도 군산시 조촌동791-8번지 ,063-451-0998
기독교,거성교회,전라북도 군산시 진포로 127,전라북도 군산시 경장동504-6번지 ,063-446-5232
기독교,아름다운교회,전라북도 군산시 신촌1길 22,전라북도 군산시 조촌동761-25번지 ,063-452-8291
기독교,동광교회,전라북도 군산시 번영로 203,전라북도 군산시 조촌동764-15번지 ,063-452-6480
기독교,온누리교회(아펜젤로),전라북도 군산시 경촌안1길 20-20,전라북도 군산시 조촌동681-67번지 ,063-445-0624
기독교,행복한교회,전라북도 군산시 양안2길 8-11,전라북도 군산시 조촌동741-3번지 ,
기독교,성령충만한우리교회,전라북도 군산시 조촌로 17 2층,전라북도 군산시 조촌동898-9번지 2층,
기독교,충성교회,전라북도 군산시 서래안1길 11-8,전라북도 군산시 경암동627-40번지 ,063-446-2733
기독교,상록교회,전라북도 군산시 구암3.1로 56,전라북도 군산시 경암동609-47번지 ,063-442-8181
기독교,경암교회,전라북도 군산시 서래내길 66,전라북도 군산시 경암동609-51번지 ,063-443-1221
기독교,군산사랑의교회,전라북도 군산시 경암3길 59,전라북도 군산시 경암동645-8번지 ,063-445-1181
기독교,예흥교회,전라북도 군산시 경암안2길 50,전라북도 군산시 경암동656-32번지 ,063-462-8070
기독교,흰돌교회,전라북도 군산시 경암4길 25-7,전라북도 군산시 경암동665-13번지 ,063-442-6009
기독교,군산새일교회,전라북도 군산시 경암4길 26,전라북도 군산시 경암동661-23번지 ,
기독교,열매맺는교회,전라북도 군산시 경암안2길 58,전라북도 군산시 경암동657-2번지 ,063-446-2739
기독교,성화교회,전라북도 군산시 경촌안2길 26-1,전라북도 군산시 경암동547-11번지 ,063-442-0190
기독교,양지교회,전라북도 군산시 경촌안3길 33,전라북도 군산시 경암동543-16번지 ,063-442-4111
기독교,성실교회,전라북도 군산시 경촌1길 48,전라북도 군산시 경암동567-6번지 ,
기독교,늘소망교회,전라북도 군산시 경암3길 65-1,전라북도 군산시 경암동646-2번지 ,
기독교,승리교회,"전라북도 군산시 경포천동길 80, 1층",전라북도 군산시 경암동647-1번지 1층,063-446-0691
기독교,주님의 교회,전라북도 군산시 경암2길 17,전라북도 군산시 경암동676-8번지 ,
기독교,명석교회,전라북도 군산시 경촌1길 13,전라북도 군산시 경암동644-14번지 ,063-453-9155
기독교,물댄동산교회,전라북도 군산시 경포천동길 26,전라북도 군산시 경암동674-25번지 ,
기독교,대건교회,전라북도 군산시 경암1길 114,전라북도 군산시 경암동652-6번지 ,
기독교,하나되는교회,"전라북도 군산시 해망로 69-4, 2층",전라북도 군산시 경암동572-183번지 2층,063-445-0691
기독교,새소망교회,전라북도 군산시 경촌안3길 25-2,전라북도 군산시 경암동547-19번지 ,
기독교,중문교회,전라북도 군산시 진포로 198,전라북도 군산시 경암동686-12번지 ,063-445-3792
기독교,성신교회,전라북도 군산시 진포로 222-1,전라북도 군산시 경암동643-5번지 ,063-443-2223
기독교,에덴교회,전라북도 군산시 경암1길 65,전라북도 군산시 경암동674-23번지 ,063-445-1401
기독교,군산실로암교회,전라북도 군산시 경포천동길 42,전라북도 군산시 경암동673-6번지 ,063-471-0675
기독교,군산평안교회,전라북도 군산시 경암2길 15,전라북도 군산시 경암동685-24번지 ,063-465-5575
기독교,영성교회,전라북도 군산시 경암2길 8-4,전라북도 군산시 경암동683-6번지 ,063-443-5009
기독교,군산예수중심교회,전라북도 군산시 경암로 48,전라북도 군산시 경암동679-5번지 ,
기독교,열방교회,전라북도 군산시 경포천동길 36,전라북도 군산시 경암동674-2번지 ,063-451-8188
기독교,우리하나교회,전라북도 군산시 구암3.1로 111,전라북도 군산시 경암동590-7번지 ,063-446-9911
기독교,성암교회,전라북도 군산시 세풍길 20,전라북도 군산시 구암동396-5번지 ,063-446-1454
기독교,구암교회,전라북도 군산시 영명길 22,전라북도 군산시 구암동358-6번지 ,063-442-1892
기독교,내흥교회,전라북도 군산시 구암3.1로 219,전라북도 군산시 구암동377번지 ,070-4114-3458
기독교,구암감리교회,전라북도 군산시 서당길 56-6,전라북도 군산시 구암동59-18번지 ,063-443-0968
기독교,강림교회,전라북도 군산시 잠두2길 7,전라북도 군산시 구암동114번지 ,063-446-4927
기독교,한신교회,전라북도 군산시 마지골길 28,전라북도 군산시 구암동65-4번지 ,063-446-1592
기독교,다사랑교회,"전라북도 군산시 서당길9, 205호",전라북도 군산시 구암동65번지 205호,063-446-6574
기독교,엘소망교회,전라북도 군산시 양촌1길 52,전라북도 군산시 구암동280번지 ,
기독교,예섬교회,전라북도 군산시 구암3.1로 322-1,전라북도 군산시 구암동223-4번지 ,063-910-3221
기독교,군옥교회,전라북도 군산시 잠두2길 29,전라북도 군산시 구암동167-1번지 ,063-442-7292
기독교,말씀기도교회,전라북도 군산시 내흥1길 8,전라북도 군산시 구암동251-1번지 ,063-445-8291
기독교,순복음군산우리교회,전라북도 군산시 잠두2길 21,전라북도 군산시 구암동120-4번지 ,063-452-3725
기독교,주능력교회,전라북도 군산시 마지골길 27-10,전라북도 군산시 구암동94-2번지 ,063-445-3500
기독교,한마음교회,전라북도 군산시 백릉로 247,전라북도 군산시 구암동307-10번지 ,063-442-9931
기독교,선한목자교회,전라북도 군산시 백릉로 228,전라북도 군산시 구암동316-100번지 ,063-462-9135
기독교,함께하는교회,전라북도 군산시 서당길 26,전라북도 군산시 구암동64-25번지 ,063-453-5390
기독교,머릿돌교회,"전라북도 군산시 서당길 9, 303호",전라북도 군산시 구암동65번지 303호,063-451-0191
기독교,구세군동군산교회,전라북도 군산시 해령1길 100-3,전라북도 군산시 내흥동656-11번지 ,063-453-7414
기독교,가나교회,전라북도 군산시 내사2길 21,전라북도 군산시 사정동433번지 ,
기독교,군산중앙교회,전라북도 군산시 번영로 330,전라북도 군산시 사정동25-2번지 ,063-452-9191
기독교,생명로교회,전라북도 군산시 동안길 60-14,전라북도 군산시 개정동145-30번지 ,063-452-7621
기독교,늘함께하는교회,"전라북도 군산시 두란뜸2길 3, 201호",전라북도 군산시 사정동102번지 201호,063-451-5791
기독교,개정교회,전라북도 군산시 금동3길 8-7,전라북도 군산시 개정동442-15번지 ,063-452-5229
기독교,군산교회,전라북도 군산시 토성길 16-8,전라북도 군산시 사정동528-1번지 ,070-7121-7370
기독교,샘물교회,전라북도 군산시 금동안길 4,전라북도 군산시 사정동483-11번지 ,063-452-6295
기독교,창조교회,전라북도 군산시 달여길 32,전라북도 군산시 개정동28-30번지 ,
기독교,새문안교회,전라북도 군산시 진포안2길 32,전라북도 군산시 수송동10-9번지 ,063-463-1464
기독교,사랑의교회,전라북도 군산시 진포1길 17,전라북도 군산시 수송동410-2번지 ,063-471-9140
기독교,먼동교회,전라북도 군산시 축동1길 29,전라북도 군산시 수송동479-9번지 ,063-465-2702
기독교,남성교회,전라북도 군산시 의료원로 99-8,전라북도 군산시 지곡동289-30번지 ,063-468-4564
기독교,사랑마을교회,전라북도 군산시 진포안2길 22,전라북도 군산시 수송동10-3번지 ,063-461-2304
기독교,평강감리교회,"전라북도 군산시 축동안길 37, 206호",전라북도 군산시 수송동33-1번지 제일 206호,
기독교,남부교회,전라북도 군산시 축동안길 11,전라북도 군산시 수송동34-2번지 ,063-463-7311
기독교,대광교회,전라북도 군산시 진포3길 24-19,전라북도 군산시 수송동405-4번지 ,
기독교,삼광교회,전라북도 군산시 월명로 299,전라북도 군산시 수송동430-27번지 ,063-463-3337
기독교,평안교회,전라북도 군산시 축동3길 15,전라북도 군산시 수송동444-6번지 ,063-471-1003
기독교,평강교회,전라북도 군산시 남수송3길 19,전라북도 군산시 수송동812-3번지 ,063-466-3271
기독교,수송동교회,전라북도 군산시 진포2길 56,전라북도 군산시 수송동63-102번지 ,063-462-0688
기독교,삼학교회,전라북도 군산시 신평길 34,전라북도 군산시 수송동658-27번지 ,063-463-8043
기독교,맑은샘교회,전라북도 군산시 진포2길 26,전라북도 군산시 수송동70-11번지 ,063-461-1939
기독교,목양교회,전라북도 군산시 미장서로 136-21,전라북도 군산시 수송동7-15번지 ,063-462-7662
기독교,엘로힘교회,전라북도 군산시 상지곡안3길 27,전라북도 군산시 지곡동516-1번지 ,
기독교,하나충신교회,전라북도 군산시 수송남로 20,전라북도 군산시 수송동824번지 ,063-446-0101
기독교,추수교회,전라북도 군산시 상지곡안1길 16-1,전라북도 군산시 지곡동497-12번지 ,063-468-0642
기독교,삼성교회,전라북도 군산시 상지곡안1길 12-4,전라북도 군산시 지곡동499-1번지 ,063-467-0343
기독교,길벗교회,전라북도 군산시 상지곡안1길 6,전라북도 군산시 지곡동499-9번지 ,063-445-9182
기독교,행복한교회,전라북도 군산시 상지곡안2길 4-5,전라북도 군산시 지곡동502-20번지 ,063-464-0191
기독교,하림교회,전라북도 군산시 상지곡1길 10,전라북도 군산시 지곡동502-7번지 ,063-471-0691
기독교,군산참빛교회,전라북도 군산시 축동안3길8,전라북도 군산시 수송동804-1번지 ,
기독교,새하늘교회,전라북도 군산시 상지곡1길3-5,전라북도 군산시 지곡동505-11번지 ,063-465-9617
기독교,샬롬교회,전라북도 군산시 신지길15,전라북도 군산시 지곡동493-5번지 ,
기독교,하늘문교회,전라북도 군산시 동메1길8,전라북도 군산시 수송동758-37번지 ,063-463-5671
기독교,하늘이슬교회,전라북도 군산시 백토로213,전라북도 군산시 지곡동487-4번지 ,063-468-2055
기독교,따뜻한교회,"전라북도 군산시 축동로6, 상가동 206호",전라북도 군산시 수송동904번지 상가동 206호,
기독교,등대교회,전라북도 군산시 진포1길 44-1,전라북도 군산시 수송동65-5번지 ,063-471-5701
기독교,삼호교회,전라북도 군산시 상지곡안4길 73,전라북도 군산시 지곡동490-15번지 ,063-466-3516
기독교,하늘소망교회,전라북도 군산시 월명로 311,전라북도 군산시 수송동416-2번지 ,063-442-9595
기독교,아름다운교회,전라북도 군산시 상지곡1길30,전라북도 군산시 지곡동522-8번지 ,063-465-3272
기독교,새생명교회,전라북도 군산시 상지곡안2길 34,전라북도 군산시 지곡동510-2번지 ,063-910-8290
기독교,군산대한교회,전라북도 군산시 경포천로 136,전라북도 군산시 미장동396-2번지 ,063-442-9180
기독교,물댄동산교회,전라북도 군산시 남수송1길 3-4,전라북도 군산시 수송동816-8번지 ,070-8742-5280
기독교,군산명성교회,전라북도 군산시 수송7길 22,전라북도 군산시 수송동876-3번지 ,070-7750-5951
기독교,하늘두레교회,전라북도 군산시 계산2길 10-13,전라북도 군산시 지곡동48-36번지 ,063-471-7591
기독교,행복한교회,전라북도 군산시 상지곡안2길 4-5,전라북도 군산시 지곡동502-20번지 ,063-464-0191
기독교,시은소교회,전라북도 군산시 진포안1길 7-1,전라북도 군산시 수송동69-11번지 ,063-464-7402
기독교,건강한교회,전라북도 군산시 축동안길 67,전라북도 군산시 수송동442-26번지 ,
기독교,사랑과은혜교회,전라북도 군산시 진포2길 18,전라북도 군산시 수송동401-14번지 ,070-7804-2727
기독교,거룩한빛소망교회,"전라북도 군산시 상지곡2길 9-1, 2층",전라북도 군산시 지곡동527번지 2층,
기독교,풍산교회,전라북도 군산시 축동안2길 31,전라북도 군산시 수송동959번지 ,063-462-4317
기독교,복음전하는교회,전라북도 군산시 상지곡안4길 16,전라북도 군산시 지곡동539-7번지 ,063-465-0191
기독교,수송제일교회,전라북도 군산시 축동안3길 26,전라북도 군산시 수송동806-2번지 ,063-468-0153
기독교,주기쁨교회,전라북도 군산시 신평안길 46-6,전라북도 군산시 지곡동543-7번지 ,063-446-7328
기독교,바울비전교회,전라북도 군산시 상지곡안4길 52,전라북도 군산시 지곡동488-10번지 ,063-471-0054
기독교,군산지방교회,전라북도 군산시 상지곡2길 13,전라북도 군산시 지곡동529번지 ,063-464-3220
기독교,오직예수님의교회,"전라북도 군산시 월명로 216, 6층",전라북도 군산시 수송동852-5번지 6층,063-464-3334
기독교,군산임마누엘선교교회,"전라북도 군산시 문화로 52, 지하2층",전라북도 군산시 수송동757-1번지 지하2층,063-468-3132
기독교,시민교회,전라북도 군산시 상지곡3길 17-4,전라북도 군산시 지곡동508-6번지 ,063-467-1281
기독교,새생명교회,전라북도 군산시 상지곡안2길 34,전라북도 군산시 지곡동510-2번지 ,063-463-8291
기독교,은광교회,전라북도 군산시 옥산면 월명로 101,전라북도 군산시 옥산면 당북리430-9번지 ,063-467-5131
기독교,아름다운교회,전라북도 군산시 상지곡1길 30,전라북도 군산시 지곡동522-8번지 ,063-465-3272
기독교,돌베개교회,전라북도 군산시 상지곡안3길 12,전라북도 군산시 지곡동530-1번지 ,063-468-9582
기독교,소망교회,전라북도 군산시 상지곡안3길 10,전라북도 군산시 지곡동530-2번지 ,063-468-5221
기독교,연안교회,전라북도 군산시 상지곡안3길 26-6,전라북도 군산시 지곡동535-2번지 ,063-471-0061
기독교,예성교회,전라북도 군산시 신평안길 32,전라북도 군산시 지곡동543-2번지 ,063-468-7383
기독교,군장교회,전라북도 군산시 신평1길 18,전라북도 군산시 지곡동556-1번지 ,063-468-2297
기독교,한일교회,전라북도 군산시 경포천로 80,전라북도 군산시 미장동52-31번지 ,063-446-0786
기독교,필그림교회,전라북도 군산시 들땅리길 10,전라북도 군산시 미장동398번지 ,063-445-2301
기독교,이음교회,전라북도 군산시 경포천로 142-6,전라북도 군산시 미장동391번지 ,063-463-9747
기독교,비전교회,전라북도 군산시 미장서로 28,전라북도 군산시 수송동19-13번지 ,063-442-7732
기독교,샤론교회,전라북도 군산시 동메2길 39,전라북도 군산시 수송동430-37번지 ,063-463-4370
기독교,새롭게하소서교회,"전라북도 군산시 상신5길 5, 2층",전라북도 군산시 나운동744-1번지 2층,063-462-9004
기독교,성복음교회,전라북도 군산시 상나운로 102,전라북도 군산시 나운동746-5번지 ,063-467-4394
기독교,성림교회,전라북도 군산시 상나운로 119-6,전라북도 군산시 나운동738-5번지 ,063-466-8196
기독교,주보라교회,전라북도 군산시 상신안길 50,전라북도 군산시 나운동740-1번지 ,063-443-0263
기독교,동문교회,전라북도 군산시 상신5길 22,전라북도 군산시 나운동740-4번지 ,063-463-7216
기독교,일신교회,전라북도 군산시 상신7길 12,전라북도 군산시 나운동734-5번지 ,063-462-7676
기독교,정다운교회,전라북도 군산시 상신4길 12-4,전라북도 군산시 나운동751-8번지 ,063-452-0603
기독교,예수마을교회,전라북도 군산시 상신6길 11-4,전라북도 군산시 나운동752-3번지 ,063-465-7963
기독교,주소망교회,전라북도 군산시 상신4길 6-1,전라북도 군산시 나운동751-14번지 ,063-452-7064
기독교,군산주원교회,전라북도 군산시 상신7길 20,전라북도 군산시 나운동736-3번지 ,
기독교,군산성은교회,전라북도 군산시 상신3길 29,전라북도 군산시 나운동761-1번지 ,063-453-9191
기독교,새길교회,전라북도 군산시 상신1길 10-3,전라북도 군산시 나운동764-6번지 ,070-8275-8756
기독교,양무리교회,전라북도 군산시 상신3길 9-4,전라북도 군산시 나운동764-3번지 ,063-463-1608
기독교,호산나교회,전라북도 군산시 상신3길 17,전라북도 군산시 나운동763-2번지 ,063-465-9172
기독교,밀알교회,전라북도 군산시 신설로 14,전라북도 군산시 나운동766-3번지 ,063-463-5554
기독교,군산성령교회,전라북도 군산시 상신2길 16-3,전라북도 군산시 나운동757-4번지 ,063-465-4719
기독교,믿음교회,전라북도 군산시 나운우회로 87,전라북도 군산시 나운동755-13번지 ,063-463-0343
기독교,군산일광교회,전라북도 군산시 신설1길 43,전라북도 군산시 나운동774-5번지 ,063-465-0481
기독교,주바라기교회,전라북도 군산시 상신2길 5-5,전라북도 군산시 나운동768-10번지 ,070-8291-4042
기독교,부활교회,전라북도 군산시 상신안길 25,전라북도 군산시 나운동768-4번지 ,063-462-1007
기독교,주는교회,전라북도 군산시 신설로 46-5,전라북도 군산시 나운동771-9번지 ,
기독교,늘사랑교회,전라북도 군산시 신설1길 44,전라북도 군산시 나운동773-7번지 ,063-465-5197
기독교,군산갈보리교회,전라북도 군산시 신설1길 22,전라북도 군산시 나운동778-8번지 ,063-463-3005
기독교,든든한교회,전라북도 군산시 신설1길 18,전라북도 군산시 나운동778-6번지 ,063-461-6285
기독교,진실교회,전라북도 군산시 문화안길 10,전라북도 군산시 나운동549-19번지 ,063-468-6217
기독교,다윗장막교회,전라북도 군산시 대학로 292,전라북도 군산시 나운동789-25번지 ,
기독교,열방은혜교회,"전라북도 군산시 대학로 288, 2층",전라북도 군산시 나운동780-27번지 2층,063-464-9192
기독교,생수교회,전라북도 군산시 신설2길 8,전라북도 군산시 나운동781-8번지 ,
기독교,예안교회,전라북도 군산시 상나운안길 55-2,전라북도 군산시 나운동782-8번지 ,063-465-2677
기독교,참사랑교회,전라북도 군산시 신설3길 8,전라북도 군산시 나운동788-8번지 ,063-445-4090
기독교,중문침례교회,전라북도 군산시 신설2길 17,전라북도 군산시 나운동786-1번지 ,063-467-0192
기독교,예수방주교회,"전라북도 군산시 대학로 316, 202호",전라북도 군산시 나운동795-2번지 202호,
기독교,순복음산돌교회,전라북도 군산시 상나운안길 11,전라북도 군산시 나운동798-7번지 ,063-468-7027
기독교,백두산교회,전라북도 군산시 공단대로 472,전라북도 군산시 나운동807-13번지 ,063-465-9820
기독교,하나교회,전라북도 군산시 상신5길 21,전라북도 군산시 나운동748-2번지 ,063-467-1741
기독교,가람교회,"전라북도 군산시 상나운1길 27-1, 2층",전라북도 군산시 나운동800-11번지 2층,063-466-1091
기독교,금성교회,전라북도 군산시 월명공원2길 30,전라북도 군산시 나운동1125번지 ,063-465-1125
기독교,아리울교회,전라북도 군산시 신설로 27,전라북도 군산시 나운동778-1번지 ,070-4076-0191
기독교,대군산교회,"전라북도 군산시 상나운1길 26, 201호",전라북도 군산시 나운동1155-9번지 201호,063-466-8420
기독교,큰나무교회,전라북도 군산시 하신2길 19,전라북도 군산시 나운동812-5번지 ,063-911-0675
기독교,그루터기교회,전라북도 군산시 대학로 237,전라북도 군산시 나운동660-6번지 ,063-467-3927
기독교,충진교회,전라북도 군산시 하나운로 118,전라북도 군산시 나운동501-2번지 ,
기독교,양문교회,전라북도 군산시 하신안길 57,전라북도 군산시 나운동577-3번지 ,063-465-0860
기독교,민생교회,"전라북도 군산시 하신재길 23, 204호",전라북도 군산시 나운동555-1번지 204호,063-462-8713
기독교,새벽별교회,전라북도 군산시 하신2길 8-5,전라북도 군산시 나운동823-6번지 ,063-468-6139
기독교,새온교회,전라북도 군산시 대학로 294,전라북도 군산시 나운동789-27번지 ,063-471-9113
기독교,명성교회,전라북도 군산시 상신4길 15-3,전라북도 군산시 나운동758-8번지 ,
기독교,주손교회,"전라북도 군산시 나운로 70, 1205호",전라북도 군산시 나운동834-1번지 대명 1205호,
기독교,반석중앙교회,"전라북도 군산시 하신안길12, 2층",전라북도 군산시 나운동832-16번지 2층,063-466-8277
기독교,예수만나는교회,전라북도 군산시 상나운로 109-1,전라북도 군산시 나운동740-5번지 ,
기독교,축복교회,"전라북도 군산시 신설로 8-1, 3층",전라북도 군산시 나운동766-20번지 3층,070-7801-9982
